ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300274.SZ,20251023,145.67,147.2,144.33,145.98,143.06,2.92,2.0408,438583,6402302.95
300274.SZ,20251024,143.61,144.82,140.44,144.46,145.98,-1.52,-1.0384,358505,5179002.92
300274.SZ,20251025,139.69,141.85,137.49,141.77,144.46,-2.69,-1.8633,622626,8826930.79
300274.SZ,20251026,142.17,144.61,141.16,143.54,141.77,1.77,1.2498,446224,6405155.54
300274.SZ,20251027,147.76,148.1,145.9,146.34,143.54,2.79,1.947,852368,12473217.28
300274.SZ,20251028,144.49,146.58,144.44,145.24,146.34,-1.1,-0.7515,671396,9751109.2
300274.SZ,20251029,152.05,152.48,149.22,149.79,145.24,4.56,3.1373,409494,6133923.58
300274.SZ,20251030,152.09,154.29,149.83,151.01,149.79,1.22,0.8151,827737,12499965.63
300274.SZ,20251031,151.02,151.07,147.8,149.98,151.01,-1.04,-0.6872,948760,14229125.49
300274.SZ,20251101,141.79,148.22,140.09,146.12,149.98,-3.86,-2.5714,656911,9598758.15
300274.SZ,20251102,147.53,147.83,145.04,146.29,146.12,0.17,0.1186,538454,7877200.58
300274.SZ,20251103,144.04,147.26,143.25,145.42,146.29,-0.87,-0.5964,907773,13200875.17
300274.SZ,20251104,148.1,148.34,143.43,144.28,145.42,-1.14,-0.7848,627606,9055044.18
300274.SZ,20251105,142.75,146.18,140.96,146.16,144.28,1.88,1.305,614736,8985098.47
300274.SZ,20251106,140.11,142.64,138.55,142.56,146.16,-3.61,-2.4669,456990,6514679.74
300274.SZ,20251107,144.92,145.91,141.99,142.55,142.56,-0.01,-0.0065,332849,4744663.78
300274.SZ,20251108,144.16,146.69,141.64,143.49,142.55,0.94,0.6612,743435,10667517.66
300274.SZ,20251109,140.24,143.21,139.94,142.76,143.49,-0.73,-0.5093,390073,5568635.4
300274.SZ,20251110,142.91,143.22,142.22,142.5,142.76,-0.26,-0.1834,847528,12077020.09
300274.SZ,20251111,146.98,147.66,145.66,146.88,142.5,4.39,3.0791,990843,14553963.26
300274.SZ,20251112,145.16,146.23,143.77,145.97,146.88,-0.91,-0.6195,310016,4525447.29
300274.SZ,20251113,146.58,147.67,144.6,145.03,145.97,-0.94,-0.645,823017,11936465.03
300274.SZ,20251114,143.15,145.94,141.83,144.68,145.03,-0.35,-0.2436,477911,6914405.69
300274.SZ,20251115,142.54,146.85,141.3,143.02,144.68,-1.66,-1.1497,857655,12265871.88
300274.SZ,20251116,140.73,144.64,140.01,143.86,143.02,0.85,0.5932,760568,10941891.89
300274.SZ,20251117,143.43,144.25,141.52,143.86,143.86,-0.01,-0.0057,681990,9810876.54
300274.SZ,20251118,142.5,143.85,142.37,143.21,143.86,-0.64,-0.4461,973429,13940948.41
300274.SZ,20251119,141.08,143.52,140.97,142.56,143.21,-0.65,-0.4542,752060,10721698.31
300274.SZ,20251120,142.5,143.99,141.44,142.32,142.56,-0.24,-0.1718,303095,4313631.63
300274.SZ,20251121,143.14,143.45,140.33,142.65,142.32,0.33,0.2321,524930,7488115.7
300274.SZ,20251122,144.78,145.28,138.62,141.66,142.65,-0.99,-0.6959,740161,10484905.66
300274.SZ,20251123,143.07,143.07,140.05,141.74,141.66,0.08,0.0597,689983,9779938.41
300274.SZ,20251124,142.01,142.58,141.19,141.28,141.74,-0.47,-0.3285,488952,6907726.12
300274.SZ,20251125,139.88,142.14,138.58,141.47,141.28,0.19,0.1348,338405,4787300.84
300274.SZ,20251126,145.71,147.02,142.47,144.57,141.47,3.1,2.1936,352899,5101853.2
300274.SZ,20251127,144.14,145.19,143.49,143.64,144.57,-0.93,-0.6425,674877,9693998.32
300274.SZ,20251128,142.0,146.22,141.73,144.11,143.64,0.47,0.3275,394132,5679892.62
300274.SZ,20251129,142.91,145.49,142.06,145.25,144.11,1.14,0.7899,609479,8852665.29
300274.SZ,20251130,146.75,147.56,142.8,144.98,145.25,-0.27,-0.1831,542883,7870925.35
300274.SZ,20251201,143.42,144.16,142.5,144.07,144.98,-0.92,-0.6313,822906,11855484.38
